"original_text","lang","place","compound","neg","neu","pos","sentiment","created_at","city","country","sentiment_int"
"RT @cristina_CP24: Here’s the list of those eligible for province’s pandemic pay...includes registeted nurses, PSWs, cleaners and cooks in…","en","Ontario, Canada",0.0772,0.116,0.744,0.14,"pos",2020-04-25,"Ontario","Canada",1
"RT @CJAD800: COVID 19 deaths in Quebec climb to 1,446, as number of cases rises to 23,267 https://t.co/80LbyJ6e8L","en","Montreal, Canada",-0.5574,0.382,0.49,0.127,"neg",2020-04-25,"Montreal","Canada",-1
"RT @ESPNcricinfo: She recently put her desire to become a doctor behind her to focus on cricket, and then Covid-19 halted the game 😞

#Down…","en","Canada",0,0,1,0,"neu",2020-04-25,NA,"Canada",0
"RT @IreneGentle: Good data and testing helps to allow areas to ease restrictions. Bad data and low testing make it hard to ease restriction…","en","Canada",-0.5719,0.44,0.289,0.271,"neg",2020-04-25,NA,"Canada",-1
"RT @CP24: Premier Ford slams 'bunch of yahoos' protesting COVID-19 emergency measures outside Queen's Park
https://t.co/wnoGXu96Qj https://…","en","Ontario, Canada",-0.5574,0.295,0.705,0,"neg",2020-04-25,"Ontario","Canada",-1
"RT @fordnation: We want to recognize and thank our healthcare heroes who are working day and night to get us through #COVID19. Effective im…","en","Canada",0.7506,0,0.519,0.481,"pos",2020-04-25,NA,"Canada",1
"RT @WPGFoodCouncil: Ontario joins Alberta, BC, and New Brunswick in declaring community gardens and allotment plots as essential across the…","en","New Brunswick, Canada",0.296,0,0.845,0.155,"pos",2020-04-25,"New Brunswick","Canada",1
"Could a New Ultraviolet Technology Fight the Spread of Coronavirus? | Columbia News https://t.co/Tej8lHoMuV","en","Canada",-0.3818,0.245,0.755,0,"neg",2020-04-25,NA,"Canada",-1
"RT @WiredUK: Some Covid-19 patients develop neurological ailments such as confusion, stroke, seizure, or loss of smell. Scientists are raci…","en","Canada",-0.3182,0.173,0.827,0,"neg",2020-04-25,NA,"Canada",-1
"RT @CBCAlerts: More @CBCNews: Ontario announces $4 an hour pandemic pay increase for front-line workers. https://t.co/A8LyrlkIOZ","en","Canada",-0.1027,0.149,0.851,0,"neg",2020-04-25,NA,"Canada",-1
"RT @globalnewsto: “A bunch of yahoos.”
Here’s Premier Doug Ford’s fiery reaction to the anti-lockdown protestors outside Queen’s Park. #cov…","en","London, Ontario, Canada",-0.3182,0.161,0.839,0,"neg",2020-04-25,"London","Canada",-1
"RT @CBCNews: Quebec's long-term care homes have been ravaged by COVID-19. Health-care workers say more could have been done to prevent its…","en","Nova Scotia, Canada",0.7579,0,0.595,0.405,"pos",2020-04-25,"Nova Scotia","Canada",1
"RT @MobilePunch: Ekiti records four new COVID-19 cases
https://t.co/xftARmTtwc","en","Lagos, Canada",0,0,1,0,"neu",2020-04-25,"Lagos","Canada",0
"The latest B.C. COVID-19 numbers: 1,948 cases, 1,137 recovered, 100 deaths https://t.co/p1OeyOSt2B #Kamloops https://t.co/sfpwmRx2Kb","en","Kamloops, B.C., Canada",-0.5574,0.424,0.435,0.141,"neg",2020-04-25,"Kamloops","Canada",-1
"RT @allanbonner: Surrogate and proxy issues during pandemic planning.
#emergencyevacuation
#Covid_19 @MackenzieInst 
https://t.co/HvZBUatpQ…","en","Toronto, Canada",0,0,1,0,"neu",2020-04-25,"Toronto","Canada",0
"RT @jefferystraker: ""Creative Isolation""- Thx Regina @leaderpost for the chat about being a musician these days-&gt;moving 100 tour dates, per…","en","Canada",0.5574,0,0.685,0.315,"pos",2020-04-25,NA,"Canada",1
"RT @ErikaShaker: “There will be a restraint budget. How will the public service be reshaped; what will be cut &amp; what will govt decide it ca…","en","Canada",-0.2732,0.208,0.792,0,"neg",2020-04-25,NA,"Canada",-1
"Niall Ferguson | Direct | On the response to COVID-19 https://t.co/bGz9FxT6J3 via @YouTube","en","Toronto, ON, Canada",0,0,1,0,"neu",2020-04-25,"Toronto","Canada",0
"@SeunnlaAdelusi @lasisielenu Me: That's our honeymoon destination.

Covid-19: hold my beer","en","British Columbia, Canada",0,0,1,0,"neu",2020-04-25,"British Columbia","Canada",0
"A friend got word this week her book won’t come out as planned—hopefully, only a delay. She spent a year (without s… https://t.co/qn9kzBafBJ","en","Kitchener, ON, Canada",0.5859,0.132,0.517,0.351,"pos",2020-04-25,"Kitchener","Canada",1
"RT @AhmarSKhan: 'Bunch of yahoos': Ontario Premier Doug Ford sounds off on COVID-19 hoaxers protesting in Toronto, by me  for @YahooCanadaN…","en","British Columbia,Canada",-0.25,0.167,0.833,0,"neg",2020-04-25,"British Columbia","Canada",-1
"RT @RobynWins111: 'No Evidence' That Recovered COVID-19 Patients Are Immune, WHO Says 

This always was at best, a hope. I don't know why a…","en","Canada",0.7964,0,0.53,0.47,"pos",2020-04-25,NA,"Canada",1
"Alastair Bitsóí's recovery from COVID-19 and an earthquake https://t.co/z3qaigheeo via @IndianCountry","en","Canada",0,0,1,0,"neu",2020-04-25,NA,"Canada",0
"@NurseStrider @nic_brad The exact quote from the official government release is “some staff in hospitals” so I’m cu… https://t.co/TFizRIYx18","en","Canada",0,0,1,0,"neu",2020-04-25,NA,"Canada",0
"RT @paz4u: #TrumpPressBriefing The coverup #DisinfectantGate is part of reason Trump aides are trying&gt;control narrative Even to the extent…","en","British Columbia, Canada",0.2732,0,0.826,0.174,"pos",2020-04-25,"British Columbia","Canada",1
"RT @NikaDragomira: Reported on the CBC: medical experts now saying people who have had Covid-19 may not be immune from reinfection.","en","Alberta, Canada",0,0,1,0,"neu",2020-04-25,"Alberta","Canada",0
"RT @Franktmcveety: GOLDSTEIN: Big government failed in COVID-19 pandemic https://t.co/M3XlAgvFWK","en","Canada",-0.5423,0.412,0.588,0,"neg",2020-04-26,NA,"Canada",-1
"RT @DonPlett: 7/ Prime Minister Trudeau and his government need to be accountable to Parliament &amp; Canadians. Over the last 2 days, I raised…","en","Alberta, Canada",0,0,1,0,"neu",2020-04-26,"Alberta","Canada",0
"RT @Agproudmary: ""Heart-wrenching is an understatement. My entire body is reacting to this in a way that I've never had myself react,"" said…","en","Toronto, Canada",0,0,1,0,"neu",2020-04-26,"Toronto","Canada",0
"RT @David_Mulroney: Chinese diplomat's Covid-19 PR exercise backfires https://t.co/hmUTkeJXRY via @spectator","en","Waterloo Region, Canada",0,0,1,0,"neu",2020-04-26,"Waterloo Region","Canada",0
"RT @HazelEros: With $20B Alberta deficit possible, Kenney warns province won't be able to 'insulate everyone' https://t.co/YMIUOKOr7F

@jke…","en","Canada",-0.4767,0.369,0.631,0,"neg",2020-04-26,NA,"Canada",-1
"RT @mercola: Francis Boyle, who drafted the Biological Weapons Anti-Terrorism Act of 1989, believes COVID-19 is a weaponized pathogen that…","en","Canada",-0.8442,0.558,0.442,0,"neg",2020-04-26,NA,"Canada",-1
"RT @NYGH_News: Use https://t.co/bexXgRYGTo, an easy online tool, to receive guidance around next steps if you are experiencing symptoms rel…","en","Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Ontario","Canada",0
"RT @CAFinUS: His family couldn't be there at the end.
They couldn't hold his hand.

We'll say your name, Robert.
We'll remember.

#COVID19…","en","Canada",0.4939,0,0.686,0.314,"pos",2020-04-26,NA,"Canada",1
"RT @AdamJKucharski: Our new preliminary analysis looks at the potential impact of various isolation, contact tracing, testing, and physical…","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"As if COVID-19 wasn't bad enough, Hong Kong faces more political contagion from Beijing | The Star https://t.co/xjyRrlFGru","en","Ottawa, Canada",-0.7579,0.448,0.552,0,"neg",2020-04-26,"Ottawa","Canada",-1
"Update: Volta remains closed due to COVID-19. Our team continues to monitor the situation and will update the commu… https://t.co/syx37YPYrb","en","Halifax, Canada",0,0,1,0,"neu",2020-04-26,"Halifax","Canada",0
"RT @PostOpinions: Both U.S. and British intelligence analysts are skeptical that covid-19 resulted from deliberate human engineering.

@Ign…","en","Toronto, Canada",-0.2263,0.192,0.808,0,"neg",2020-04-26,"Toronto","Canada",-1
"RT @margareta_matis: @TomTSEC Very convenient. 
With all investment into climate emergency aka clomate hysteria it proved to be a flop.
Now…","en","Ontario, Canada",-0.6486,0.431,0.569,0,"neg",2020-04-26,"Ontario","Canada",-1
"RT @alcdsb: Today Education Minister Stephen Leccee announced that all schools would remain closed until at least May 31, 2020. This is don…","en","Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Ontario","Canada",0
"RT @PeelSchools: Today, the Ministry of Education officially announced that all publicly funded schools in Ontario, including those in the…","en","Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Ontario","Canada",0
"RT @Truthteller1349: @MichaelCoudrey @Twitter @realDonaldTrump Wonder if the Communists at @Twitter are going to suspend Communist China's…","en","Alberta, Canada",-0.3182,0.315,0.685,0,"neg",2020-04-26,"Alberta","Canada",-1
"RT @ctvottawa: NEW: Despite less traffic on the roads during the COVID-19 pandemic, speeders are keeping police busy across eastern Ontario…","en","Ottawa, Canada",0,0,1,0,"neu",2020-04-26,"Ottawa","Canada",0
"Trying to figure out why @OntParamedic are not included on the list of eligible front line workers to receive pande… https://t.co/WNoq4yNRsS","en","Ottawa, Canada",0,0,1,0,"neu",2020-04-26,"Ottawa","Canada",0
"RT @andreajwilliams: COVID-19's silent spread: Evidence mounting that many infections are going undetected.    Physical distancing; testing…","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"RT @CPHO_Canada: 1/3 #COVID19 key concerns in 🇨🇦: in lieu of a daily in-person update to the media, I have issued a statement today on COVI…","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"Just heard Dr. Amy Compton Phillips in a brief interview with @FWhitfield.
Rang true.
Will listen to this tonight.… https://t.co/iH8bkgOkuw","en","Lachine, Canada",0.4215,0,0.781,0.219,"pos",2020-04-26,"Lachine","Canada",1
"Becoming a very effective method of Trudeau' minority gov. grip on total power. 
Rubin: During COVID-19, government… https://t.co/EVwnuPKA5V","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"RT @AustinGrabish: Manitoba has four new cases of COVID-19 bringing the total number of lab-confirmed positive and probable positive cases…","en","Winnipeg, Manitoba, Canada",0.0772,0,0.909,0.091,"pos",2020-04-26,"Winnipeg","Canada",1
"RT @LeonardRoxon: What did Chinada's top doctor know about COVID-19 in January and why was the information suppressed that has caused the d…","en","Ontario, Canada",0.2023,0,0.816,0.184,"pos",2020-04-26,"Ontario","Canada",1
"RT @ONThealth: Thanks to our heroes for keeping Ontario’s essential services and businesses open during the COVID-19 outbreak. Protect them…","en","Ontario, Canada",0.8271,0,0.479,0.521,"pos",2020-04-26,"Ontario","Canada",1
"@dabloki @JoeySalads Maybe Joey could shoot a bit of NaziPiss™️ into “Melanie’s mouth. Proven to prevent and treat… https://t.co/PiLKY4ke2N","en","Canada",0.1027,0.169,0.563,0.268,"pos",2020-04-26,NA,"Canada",1
"RT @marksammiller: @WHO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO Your article at https://t.co/d4996nWi3o
still says:

""The…","en","Alberta, Canada",0,0,1,0,"neu",2020-04-26,"Alberta","Canada",0
"RT @thomasjuneau: For Canadian post-secondary students: Statistics Canada would be very grateful if you could complete this short survey on…","en","Edmonton, Canada",0,0,1,0,"neu",2020-04-26,"Edmonton","Canada",0
"RT @jacquesmarcoux: A total of:
• 199 people have recovered from COVID-19;
• 66 cases remain active. https://t.co/bSViHUbj3v","en","Winnipeg, Manitoba, Canada",0,0,1,0,"neu",2020-04-26,"Winnipeg","Canada",0
"RT @NavdeepSBains: Today is #WorldIPDay, and the importance of intellectual property is especially apparent right now, when Canadians are i…","en","Ottawa, Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Ottawa","Canada",0
"@darilynnbutler Hi Darilynn,  sorry to hear about your internet bill.  For now only the home internet is waived.  W… https://t.co/zb6ZrguIyg","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"RT @londyloo: A Kansas City Nurse Who Raised Concerns About A Lack of PPE Dies of COVID-19 

Banago died on Tues evening. She was scheduled…","en","Canada",-0.7351,0.341,0.659,0,"neg",2020-04-26,NA,"Canada",-1
"RT @VIAwesome: They can’t be in the same room, but that won’t stop them from singing together.
 https://t.co/XD42svLqe2","en","Port Coquitlam, BC, Canada",-0.296,0.423,0.577,0,"neg",2020-04-26,"Port Coquitlam","Canada",-1
"RT @RawStory: Trump ripped by Joe Scarborough: Allowing the president to remain in office will only make the COVID-19 crisis worse

https:/…","en","Canada",0.2263,0,0.863,0.137,"pos",2020-04-26,NA,"Canada",1
"RT @MarkusEconomist: Covid-19 details from one of ""the"" experts and virologists. Adviser to Angela Merkel   https://t.co/wTMqWQyHAL","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"@CP24 Just an FYI ""Africa"" is a continent not a country, stop posting ""Africa has more than 30,000 cases of COVID-1… https://t.co/KOEGCdJ5fg","en","Toronto, Canada",-0.1027,0.2,0.636,0.164,"neg",2020-04-26,"Toronto","Canada",-1
"RT @CBCNews: Céline Dion, Justin Bieber and Ryan Reynolds are among the stars slated to appear in a Canadian COVID-19 broadcast benefit ton…","en","British Columbia, Canada",0.4588,0,0.824,0.176,"pos",2020-04-26,"British Columbia","Canada",1
"RT @fsorbara: Our Federal Government is here for #Canadians &amp; I’m here to support my #Vaughan #Woodbridge residents to the best of my abili…","en","Mississauga, Ontario, Canada",0.7845,0,0.367,0.633,"pos",2020-04-26,"Mississauga","Canada",1
"RT @PalliThordarson: Something has really gone wrong in Sweden! You may think things are bad in the USA but take a look at this comparison…","en","Toronto, Canada",-0.765,0.375,0.625,0,"neg",2020-04-26,"Toronto","Canada",-1
"RT @mal_todextrin: An Asian-American 2 year old was STABBED along her with mom and dad because of racial profiling due to COVID-19.

If you…","en","Québec, Canada",-0.5859,0.257,0.743,0,"neg",2020-04-26,"Québec","Canada",-1
"Hit with the double whammy of COVID-19 and its related economic slowdown, many post-secondary students and recent g… https://t.co/Pu61KKwcRf","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"RT @TheMightySite: How to support deaf students during COVID-19 https://t.co/AJOcBXgHGj","en","Canada",0.4019,0,0.526,0.474,"pos",2020-04-26,NA,"Canada",1
"Masks protect the wearer, too - and lower our risk for contracting COVID-19 https://t.co/ePdfNqmdGw @GlobeDebate https://t.co/FmoX0iU3qM","en","Canada",-0.1779,0.394,0.367,0.239,"neg",2020-04-26,NA,"Canada",-1
"RT @heather_edelson: BREAKING: the Governor, Mayo Clinic, and the University of Minnesota have announced a breakthrough for rapid, widespre…","en","Vancouver, BC, Canada",0,0,1,0,"neu",2020-04-26,"Vancouver","Canada",0
"RT @footballitalia: Diego Maradona thanked Ciro Ferrara after the sale of a 33-year-old Argentina Number 10 jersey raised €55,000 to help N…","en","Canada",0.6705,0,0.606,0.394,"pos",2020-04-26,NA,"Canada",1
"@twilightzonema2 @GatorEddie96 @PackersFavreFan @realDonaldTrump By Tuesday, More people will have died from COVID-… https://t.co/3PAK5LrbjM","en","Ottawa, Ontario, Canada",-0.5994,0.565,0.435,0,"neg",2020-04-26,"Ottawa","Canada",-1
"RT @TheTorontoSun: Big government failed in #coronavirus pandemic via @sunlorrie https://t.co/BoFKt2hAB1 #Canada #politics https://t.co/057…","en","Ontario, Canada",-0.5423,0.467,0.533,0,"neg",2020-04-26,"Ontario","Canada",-1
"RT @MerridyCox: What does Rick Mercer say about #Covid_19? Pay attention! @rickmercer @KellyCanuckTO https://t.co/VBajnGq6Xa","en","Ontario, Canada",-0.1027,0.259,0.741,0,"neg",2020-04-26,"Ontario","Canada",-1
"RT @CBCToronto: Families cooped up together during the COVID-19 pandemic are turning to Netflix, board games and puzzles to get them throug…","en","Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Ontario","Canada",0
"RT @CanRevAgency: Businesses impacted by COVID-19 will be able to apply for the Canada Emergency Wage Subsidy as of April 27th, 2020. The n…","en","Canada",0,0,1,0,"neu",2020-04-26,NA,"Canada",0
"@djbip1986 @cpc in continuing on with the walls they’ve resurrected within and around their nations. They will rema… https://t.co/bFFgmlKxVD","en","GTA, Canada",0,0,1,0,"neu",2020-04-26,"GTA","Canada",0
"RT @MaxJGao: Beyond honoured to have gotten the chance to team up with Mike McIntyre to write a special piece about how Ontario’s top playe…","en","Markham, Ontario, Canada",0.8625,0,0.459,0.541,"pos",2020-04-26,"Markham","Canada",1
"RT @jyangstar: From Iceland to the USS Theodore Roosevelt, evidence is mounting that ‘silent spread’ of #covid19 is more important than fir…","en","Hamilton, Ontario, Canada",0,0,1,0,"neu",2020-04-26,"Hamilton","Canada",0
